school,date,headline,author,url,Main topic,Section,Primary purpose,Scope,Student sources,Non-student sources,Controversial topics?,Dissenting voices (2+ opinions) (1=yes 2=maybe 3=no),Word count,Tags
FHN Today,2021-09-09,New School Construction Affects Parking Spots,By McKenna Hudson and Violet Newton,https://fhntoday.com/2021/09/09/new-school-construction-affects-parking-spots/,School policy/administration,News,Inform,School,0,2,No,3,337,"Parking, construction, renovation"
FHN Today,2021-09-08,What Should Be Worn to Homecoming This Year,By Stephanie Lichtenegger and Olivia Van Horn,https://fhntoday.com/2021/09/08/what-should-wear-to-homecoming-this-year/,Community life,News,Spread awareness,School,2,2,No,3,389,"Student life, social life, homecoming"
FHN Today,2021-09-07,Homecoming to be Setup in Three Hours This Year,By Michaela Manfull and Chloe Ellison,https://fhntoday.com/2021/09/07/homecoming-to-be-setup-in-three-hours/,Community life,News,Spread awareness,School,2,3,No,3,499,"Student life, social life, homecoming"
FHN Today,2021-09-02,2020-21 Yearbooks to be Passed Out in a Drive-Through,"By Amber Winkler, Web Editor-in-Chief",https://fhntoday.com/2021/09/02/2020-21-yearbook-to-be-passed-out-in-a-drive-through/,Community life,News,Inform,School,0,1,No,3,300,"Student life, yearbook, clubs, extracurriculars"
Spark,2021-12-27,Security Savvy,Audrey Allen,https://lakotaeastsparkonline.com/security-savvy/,Community life,News,Spread awareness,School,3,2,No,3,2173,"Technology, curriculum, events"
Spark,2021-12-22,School Board Reshaped,Natalie Mazey,https://lakotaeastsparkonline.com/school-board-reshaped/,Socio-political issues and school culture,News,Promote discourse,Local,0,8,Yes,1,2921,"COVID, local politics, CRT, masking, school finance"
Spark,2021-12-22,A Turn In Teaching,Megan Miranda,https://lakotaeastsparkonline.com/a-turn-in-teaching/,School policy/administration,News,Promote discourse,School,0,5,No,1,1620,"Faculty, curriculum, teachers, teaching, tracking, assessment"
Spark,2021-12-21,Schedule on Trial,None,https://lakotaeastsparkonline.com/5085-2/,School policy/administration,News,Promote discourse,School,1,2,No,2,455,"School policy, schedule, curriculum"
Spark,2021-12-21,O’Connor Wins All-Ohio School Board Award,Ella Huelskamp,https://lakotaeastsparkonline.com/oconnor-wins-all-ohio-school-board-award/,Community life,News,Spread awareness,Local,0,3,No,3,433,"Awards, local politics"
Spark,2021-10-29,Lakota removes masking requirement for in-person learners and staff,Mia Hilkowitz,https://lakotaeastsparkonline.com/lakota-removes-masking-requirement-for-in-person-learners-and-staff/,School policy/administration,News,Promote discourse,Local,1,2,Yes,1,940,"Masking, COVID, case counts, student health"
Spark,2021-10-22,The New Trend,Mary Barone,https://lakotaeastsparkonline.com/the-new-trend/,Socio-political issues and school culture,News,Accountability,School,0,3,Yes,2,671,"Vandalism, student behavior, student discipline"
Spark,2021-10-22,A Gateway for Kindness,Kien Vu,https://lakotaeastsparkonline.com/a-gateway-for-kindness/,Community life,News,Spread awareness,Local,0,3,No,3,779,Community involvement
Spark,2021-10-21,The Mask Debate,Mary Barone,https://lakotaeastsparkonline.com/the-mask-debate/,School policy/administration,News,Promote discourse,Local,1,5,Yes,1,1312,"Masking, COVID, school finance, charter schools"
Spark,2021-10-20,Funding Our Future,Natalie Mazey,https://lakotaeastsparkonline.com/funding-our-future/,School policy/administration,News,Promote discourse,State/national/world,0,6,Yes,1,2174,"COVID, school finance, charter schools"
Featherduster,2021-12-08,"Diversity, Equity, Inclusion Community Webinar provides progress update on district’s work","Mehuli Basu Roy, Editor-in-Chief",https://westlakefeatherduster.com/2021/12/08/diversity-equity-inclusion-community-webinar-provides-progress-update-on-districts-work/,Socio-political issues and school culture,News,Promote discourse,Local,0,2,Yes,2,1242,"Diversity, equity, inclusion, local politics, racism, faculty"
Featherduster,2021-12-05,"Chaps advance to semifinals, set school records in blowout win over Vandergrift","Harris Pemberton, Head Brains and Brawns",https://westlakefeatherduster.com/2021/12/05/chaps-advance-to-semifinals-set-school-records-in-blowout-win-over-vandergrift/,Community life,News,Spread awareness,School,1,0,No,3,623,"Sports, extracurriculars"
Featherduster,2021-11-06,"Chaps, Cavs renew “Battle of the Lakes” rivalry after two year hiatus","Harris Pemberton, Head Brains and Brawn",https://westlakefeatherduster.com/2021/11/06/chaps-cavs-renew-battle-of-the-lakes-rivalry-after-two-year-hiatus/,Community life,News,Spread awareness,School,0,0,No,3,1411,"Sports, extracurriculars"
Featherduster,2021-10-06,Hurricane Ida hits Louisiana 16 years after Tragedy of Katrina,"Lauren Butts, Head Trends and Trads",https://westlakefeatherduster.com/2021/10/06/hurricane-ida-hits-louisiana-16-years-after-the-tragedy-of-katrina/,Reactions to broader politics/events ,News,Inform,Local,0,0,No,3,466,"Weather, hurricane"
Hurricane,2021-09-09,"Booster Shot Creates New Concerns, Questions ",,https://sites.google.com/dallasisd.org/hillcresthurricane/news?authuser=0,Reactions to broader politics/events,News,Promote discourse,State/national/world,1,1,No,2,334,"COVID, vaccination"
Hurricane,2021-09-10,Construction on Sports Facilities Means Temporary Relocation for Hillcrest Teams ,,,School policy/administration,News,Inform,School,0,2,No,3,610,"Sports, infrastructure, building, renovation"
Hurricane,2021-09-09,Mask Mandate Reinstated in Dallas Schools,,,School policy/administration,News,Inform,Local,3,2,Yes,1,553,"COVID, masking, disability"
Hurricane,2021-09-16,Delta variant leaves many worries,,,Reactions to broader politics/events,News,Promote discourse,State/national/world,1,2,No,2,703,"COVID, vaccination"
Hurricane,2021-11-10,Hoco Week Recap,,,Community life,News,Spread awareness,School,2,1,No,3,459,"Student life, social life, homecoming, events"
The Rider,2021-12-13,Local Voters Approve MISD Penny Swap,"Nina Banks, Assistant Editor",https://therideronline.com/top-story/2021/12/local-voters-approve-misd-penny-swap/,Reactions to broader politics/events,News,Inform,Local,0,2,No,3,459,"Local politics, election, taxes"
The Rider,2021-12-10,Understanding the Social Emotional Learning Lessons,"McKenzie Canton, Editor-in-Chief",https://therideronline.com/top-story/2021/12/understanding-the-social-emotional-learning-lessons/,Socio-political issues and school culture,News,Spread awareness,School,1,2,No,3,534,"SEL, mental health, curriculum, stress"
The Rider,2021-12-06,Students Donate Blood Amid National Shortage,"McKenzie Canton, Editor-In-Chief",https://therideronline.com/news/2021/12/students-donate-blood-amid-national-shortage/,Community life,News,Spread awareness,School,2,0,No,3,405,"Community involvement, events"
The Rider,2021-11-30,Soccer Hosts Tryouts,"Leilani Fierro, Staff Writer",https://therideronline.com/uncategorized/2021/11/soccer-hosts-tryouts/,Community life,News,Spread awareness,School,1,2,No,3,312,"Sports, extracurriculars "
The Rider,2021-11-03,Mansfield ISD Hosts Town Hall Safety Meeting,"Leilani Fierro, Staff Writer",https://therideronline.com/news/2021/11/district-hosts-town-hall-safety-meeting/,Threats to student safety,News,Accountability,Local,0,6,Yes,2,669,"Violence, shooting, events, technology"
The Rider,2021-10-29,Bands Breaks Record by Competing at Area Finals,"Nina Banks, Assistant Editor",https://therideronline.com/news/2021/10/bands-breaks-record-by-competing-at-area-finals/,Community life,News,Spread awareness,School,1,1,No,3,542,"Extracurriculars, awards, arts, clubs"
The Rider,2021-10-21,Pumpkin Patch Opens in Mansfield,"Abigail Morris, Staff Writer",https://therideronline.com/top-story/2021/10/pumpkin-patch-opens-in-mansfield/,Community life,News,Spread awareness,Local,0,2,No,3,403,"Community involvement, events"
The Rider,2021-10-07,Legacy Responds to Timberview Shooting with Modified Lockout Procedures,McKenzie Canton and Blake Hinerman,https://therideronline.com/top-story/2021/10/legacy-responds-to-timberview-shooting-with-modified-lockout-procedures/,Threats to student safety,News,Accountability,Local,1,3,Yes,2,953,"Shooting, student safety, violence, lockout, gun"
The Rider,2021-10-05,COVID-19 Affects AP Course Scores,"Nina Banks, Assistant Editor",https://therideronline.com/top-story/2021/10/covid-19-affects-ap-course-scores/,Socio-political issues and school culture,News,Promote discourse,School,1,1,Yes,2,522,"Student performance, student success, grading, failure, distance learning, COVID"
The Rider,2021-10-04,Cemetery Cleanup Inspires Hope In Mansfield Community,"Nina Banks, Assistant Editor",https://therideronline.com/top-story/2021/10/cemetery-cleanup-inspires-hope-in-mansfield-community/,Community life,News,Spread awareness,Local,1,1,No,3,476,"Community involvement, events"
The Rider,2021-09-27,Students Hang Posters to Redefine MISD’s Dress Code,"Leilani Fierro, Staff Writer",https://therideronline.com/top-story/2021/09/students-put-up-posters-to-redefine-misds-dress-code/,Socio-political issues and school culture,News,Promote discourse,School,3,1,Yes,1,624,"Dress code, protest, student voice, sexism"
The Rider,2021-09-23,"TikTok Challenge Leads to Closed Restrooms, Expensive Damage",McKenzie Canton and Blake Hinerman,https://therideronline.com/top-story/2021/09/tiktok-challenge-leads-to-closed-restrooms-expensive-damage/,Socio-political issues and school culture,News,Accountability,School,0,4,Yes,3,624,"Vandalism, student behavior, discipline"
The Rider,2021-09-23,For the Love of Story-Telling: Two Students Begin Book Club,"Abigail Morris, Staff Writer",https://therideronline.com/news/2021/09/for-the-love-of-story-telling-two-students-begin-book-club/,Community life,News,Spread awareness,School,1,1,No,3,286,"Clubs, extracurriculars"
The Rider,2021-09-21,Hello Beautiful Week Holds a Deeper Meaning,"McKenzie Canton, Editor-In-Chief",https://therideronline.com/top-story/2021/09/hello-beautiful-holds-deeper-meaning/,Socio-political issues and school culture,News,Spread awareness,School,1,1,No,3,599,"Mental health, events, student government"
The Rider,2021-09-16,COVID-19 Cases Continue to Rise,"Abigail Morris, Staff Writer",https://therideronline.com/top-story/2021/09/covid-19-cases-continue-to-rise/,School policy/administration,News,Promote discourse,School,1,1,Yes,2,456,"COVID, case count, masking, vaccinations"
The Rider,2021-09-15,MISD Gains Orchestra Director,"Abigail Morris, Staff Writer",https://therideronline.com/top-story/2021/09/misd-gains-new-orchestra-director/,Community life,News,Inform,School,0,2,No,3,263,"Arts, hiring, faculty"
TJ Today,2021-12-23,All Foundation CS classes implement experimental approach,"Ray Zhang, Staff Writer",https://www.tjtoday.org/33720/news/foundations-of-computer-science-classes-implement-experimental-approach/,School policy/administration,News,Inform,School,2,2,No,3,677,"Curriculum, academics, student learning"
TJ Today,2021-11-13,Loudoun County buses now have free Wi-Fi,Ketevan Gallagher and Hannah Liu,https://www.tjtoday.org/33613/news/loudoun-county-buses-now-have-free-wifi/,School policy/administration,News,Inform,Local,2,0,No,3,172,"Technology, transportation"
TJ Today,2021-11-03,Students take the first of three SEL screeners for the 2020-2021 school year,"Eli Tillemann, Staff Writer",https://www.tjtoday.org/33439/news/students-take-the-first-of-three-sel-screeners-for-the-2020-2021-school-year/,Socio-political issues and school culture,News,Promote discourse,School,2,3,Yes,1,773,"SEL, mental health, privacy, student data, faculty"
TJ Today,2021-10-03,Sophomores and juniors win 2021 Homecoming Minecraft tournaments,"Nicole Liu, Staff Writer",https://www.tjtoday.org/33068/news/sophomores-and-juniors-win-2021-homecoming-minecraft-tournaments/,Community life,News,Spread awareness,School,4,0,No,3,472,"Homecoming, student life, social life, events"
TJ Today,2021-09-27,Andy Huang defends Homecoming chess tournament title,Eli Tillemann and Malati Pandey,https://www.tjtoday.org/32935/news/defending-champion-senior-andy-huang-wins-homecoming-chess-tournament/,Community life,News,Spread awareness,School,4,0,No,3,466,"Homecoming, student life, social life, events"
TJ Today,2021-09-25,2025 Homecoming preparations finalized despite time constraints,Grace Sharma and Chris Yoo,https://www.tjtoday.org/32921/news/2025-homecoming-preparations-finalized-despite-time-constraints/,Community life,News,Spread awareness,School,2,0,No,3,411,"Homecoming, student life, social life"
TJ Today,2021-09-14,Jefferson’s in person activities fair signals a return to normal,"Elijah Tillemann, Staff Writer",https://www.tjtoday.org/32867/news/jeffersons-in-person-activities-fair-signals-a-return-to-normal/,Community life,News,Spread awareness,School,2,0,No,3,222,"Clubs, extracurriculars, events"
TJ Today,2021-11-28,Jefferson establishes first Tri-M Music Honor Society chapter,"Megan Zhang, Staff Writer",https://www.tjtoday.org/33652/news/jefferson-establishes-first-tri-m-music-honor-society-chapter/,Community life,News,Spread awareness,School,2,0,No,3,404,"Clubs, extracurriculars, arts"
TJ Today,2021-11-05,Psychology Society and Investment Club host collaboration,"Keertana Senthilkumar, Staff Writer",https://www.tjtoday.org/33418/uncategorized/psychology-society-and-investment-club-host-collaboration/,Community life,News,Spread awareness,School,2,1,No,3,393,"Clubs, extracurriculars"
TJ Today,2021-10-15,Schoology crash disrupts classes,"Eli Tillemann, Staff Writer",https://www.tjtoday.org/33259/showcase/schoology-outages-disrupt-classes/,School policy/administration,News,Inform,School,1,1,No,3,388,Technology   
TJ Today,2021-09-30,Homecoming 2021 spirit week recap,"Tanvi Pedireddi, Abraham Agbota, and Xixi Song",https://www.tjtoday.org/33001/news/homecoming-2021-spirit-week-recap/,Community life,News,Spread awareness,School,5,0,No,3,958,"Homecoming, student life, social life"
TJ Today,2021-09-27,Spirit bombers restore homecoming tradition,Gabrielle Zoe Viterbo and Ivadette Haziri,https://www.tjtoday.org/32928/news/spirit-bombers-restore-homecoming-tradition/,Community life,News,Spread awareness,School,4,0,No,3,415,"Homecoming, student life, social life"
TJ Today,2021-09-25,Homecoming asking week 2021-2022,Keertana Senthilkumar and Ashley Hwang,https://www.tjtoday.org/32909/news/homecoming-asking-week-2021-2022/,Community life,News,Spread awareness,School,3,0,No,3,379,"Homecoming, student life, social life"
TJ Today,2021-09-09,Students face scheduling mishaps,"Keertana Senthilkumar, Staff Writer",https://www.tjtoday.org/32812/news/students-face-scheduling-mishaps/,School policy/administration,News,Accountability,School,1,2,No,1,340,"Schedule, student complaint"
TJ Today,2021-12-10,Coding Lady Colonials hosts Guest Speaker,"Ketevan Gallagher, Staff Writer",https://www.tjtoday.org/33687/news/coding-lady-colonials-hosts-guest-speaker/,Community life,News,Spread awareness,School,1,0,No,3,304,"Clubs, extracurriculars, events"
